"REF_DATE","GEO","DGUID","Field of study","Program type","Credential type","Institution type","Registration status","Status of student in Canada","Gender","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022/2023","Humber College of Applied Arts and Technology North Campus, Ontario","","Precision production [48.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1613414730","162.380.1.1.1.1.3.2","12","","","","0"
"2022/2023","Humber College of Applied Arts and Technology North Campus, Ontario","","Visual and performing arts [50.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1613415942","162.392.1.1.1.1.2.2","930","","","","0"
"2022/2023","Humber College of Applied Arts and Technology North Campus, Ontario","","Visual and performing arts [50.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1613415943","162.392.1.1.1.1.2.3","750","","","","0"
"2022/2023","Humber College of Applied Arts and Technology North Campus, Ontario","","Visual and performing arts [50.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1613415944","162.392.1.1.1.1.2.4","30","","","","0"
"2022/2023","Humber College of Applied Arts and Technology North Campus, Ontario","","Visual and performing arts [50.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1613415946","162.392.1.1.1.1.3.2","189","","","","0"
"2022/2023","Humber College of Applied Arts and Technology North Campus, Ontario","","Visual and performing arts [50.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1613415947","162.392.1.1.1.1.3.3","225","","","","0"
"2022/2023","Humber College of Applied Arts and Technology North Campus, Ontario","","Visual and performing arts [50.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1613415948","162.392.1.1.1.1.3.4","0","","","","0"
"2022/2023","Humber College of Applied Arts and Technology North Campus, Ontario","","Visual and performing arts [50.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Not reported, status of student in Canada","Man","Number","223","units","0","v1613415950","162.392.1.1.1.1.4.2","30","","","","0"
"2022/2023","Humber College of Applied Arts and Technology North Campus, Ontario","","Visual and performing arts [50.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Not reported, status of student in Canada","Woman","Number","223","units","0","v1613415951","162.392.1.1.1.1.4.3","21","","","","0"
"2022/2023","Humber College of Applied Arts and Technology North Campus, Ontario","","Visual and performing arts [50.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Not reported, status of student in Canada","Gender unknown","Number","223","units","0","v1613415952","162.392.1.1.1.1.4.4","3","","","","0"
"2022/2023","Humber College of Applied Arts and Technology North Campus, Ontario","","Health professions and related programs [51.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1613420374","162.404.1.1.1.1.2.2","558","","","","0"
"2022/2023","Humber College of Applied Arts and Technology North Campus, Ontario","","Health professions and related programs [51.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1613420375","162.404.1.1.1.1.2.3","2097","","","","0"
"2022/2023","Humber College of Applied Arts and Technology North Campus, Ontario","","Health professions and related programs [51.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1613420376","162.404.1.1.1.1.2.4","15","","","","0"
"2022/2023","Humber College of Applied Arts and Technology North Campus, Ontario","","Health professions and related programs [51.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1613420378","162.404.1.1.1.1.3.2","255","","","","0"
"2022/2023","Humber College of Applied Arts and Technology North Campus, Ontario","","Health professions and related programs [51.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1613420379","162.404.1.1.1.1.3.3","828","","","","0"
"2022/2023","Humber College of Applied Arts and Technology North Campus, Ontario","","Health professions and related programs [51.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1613420380","162.404.1.1.1.1.3.4","24","","","","0"
"2022/2023","Humber College of Applied Arts and Technology North Campus, Ontario","","Business, management, marketing and related support services [52.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1613426202","162.436.1.1.1.1.2.2","1437","","","","0"
"2022/2023","Humber College of Applied Arts and Technology North Campus, Ontario","","Business, management, marketing and related support services [52.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1613426203","162.436.1.1.1.1.2.3","1461","","","","0"
"2022/2023","Humber College of Applied Arts and Technology North Campus, Ontario","","Business, management, marketing and related support services [52.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1613426204","162.436.1.1.1.1.2.4","9","","","","0"
"2022/2023","Humber College of Applied Arts and Technology North Campus, Ontario","","Business, management, marketing and related support services [52.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1613426206","162.436.1.1.1.1.3.2","2046","","","","0"
"2022/2023","Humber College of Applied Arts and Technology North Campus, Ontario","","Business, management, marketing and related support services [52.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1613426207","162.436.1.1.1.1.3.3","2349","","","","0"
"2022/2023","Humber College of Applied Arts and Technology North Campus, Ontario","","Business, management, marketing and related support services [52.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1613426208","162.436.1.1.1.1.3.4","6","","","","0"
"2022/2023","Humber College of Applied Arts and Technology North Campus, Ontario","","High school/secondary diploma and certificate programs [53.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1613434052","162.459.1.1.1.1.2.2","3","","","","0"
"2022/2023","Humber College of Applied Arts and Technology North Campus, Ontario","","High school/secondary diploma and certificate programs [53.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1613434054","162.459.1.1.1.1.2.4","27","","","","0"
"2022/2023","Humber College of Applied Arts and Technology North Campus, Ontario","","High school/secondary diploma and certificate programs [53.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1613434056","162.459.1.1.1.1.3.2","0","","","","0"
"2022/2023","Humber College of Applied Arts and Technology North Campus, Ontario","","High school/secondary diploma and certificate programs [53.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1613434058","162.459.1.1.1.1.3.4","36","","","","0"
"2022/2023","Humber College of Applied Arts and Technology North Campus, Ontario","","Unclassified, field of study","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1613434436","162.506.1.1.1.1.2.2","15","","","","0"
"2022/2023","Humber College of Applied Arts and Technology North Campus, Ontario","","Unclassified, field of study","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1613434437","162.506.1.1.1.1.2.3","21","","","","0"
"2022/2023","Humber College of Applied Arts and Technology North Campus, Ontario","","Unclassified, field of study","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1613434440","162.506.1.1.1.1.3.2","30","","","","0"
"2022/2023","Humber College of Applied Arts and Technology North Campus, Ontario","","Unclassified, field of study","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1613434441","162.506.1.1.1.1.3.3","42","","","","0"
"2022/2023","Humber College of Applied Arts and Technology North Campus, Ontario","","Unclassified, field of study","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1613434442","162.506.1.1.1.1.3.4","3","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Agricultural and veterinary sciences/services/operations and related fields [01.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1613577392","167.2.1.1.1.1.2.2","51","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Agricultural and veterinary sciences/services/operations and related fields [01.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1613577393","167.2.1.1.1.1.2.3","285","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Agricultural and veterinary sciences/services/operations and related fields [01.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1613577394","167.2.1.1.1.1.2.4","6","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Agricultural and veterinary sciences/services/operations and related fields [01.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1613577396","167.2.1.1.1.1.3.2","9","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Agricultural and veterinary sciences/services/operations and related fields [01.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1613577397","167.2.1.1.1.1.3.3","12","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Natural resources and conservation [03.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1613579465","167.22.1.1.1.1.2.2","0","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Natural resources and conservation [03.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1613579468","167.22.1.1.1.1.3.2","24","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Natural resources and conservation [03.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1613579469","167.22.1.1.1.1.3.3","18","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Communication, journalism and related programs [09.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1613580186","167.43.1.1.1.1.2.2","123","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Communication, journalism and related programs [09.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1613580187","167.43.1.1.1.1.2.3","93","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Communication, journalism and related programs [09.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1613580188","167.43.1.1.1.1.2.4","0","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Communication, journalism and related programs [09.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1613580190","167.43.1.1.1.1.3.2","111","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Communication, journalism and related programs [09.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1613580191","167.43.1.1.1.1.3.3","162","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Communications technologies/technicians and support services [10.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1613583032","167.50.1.1.1.1.2.2","75","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Communications technologies/technicians and support services [10.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1613583033","167.50.1.1.1.1.2.3","141","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Communications technologies/technicians and support services [10.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1613583034","167.50.1.1.1.1.2.4","12","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Communications technologies/technicians and support services [10.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1613583036","167.50.1.1.1.1.3.2","6","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Communications technologies/technicians and support services [10.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1613583037","167.50.1.1.1.1.3.3","9","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Computer and information sciences and support services [11.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1613584588","167.55.1.1.1.1.2.2","1236","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Computer and information sciences and support services [11.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1613584589","167.55.1.1.1.1.2.3","330","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Computer and information sciences and support services [11.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1613584590","167.55.1.1.1.1.2.4","6","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Computer and information sciences and support services [11.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1613584592","167.55.1.1.1.1.3.2","1311","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Computer and information sciences and support services [11.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1613584593","167.55.1.1.1.1.3.3","594","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Computer and information sciences and support services [11.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Not reported, status of student in Canada","Man","Number","223","units","0","v1613584596","167.55.1.1.1.1.4.2","24","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Computer and information sciences and support services [11.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Not reported, status of student in Canada","Woman","Number","223","units","0","v1613584597","167.55.1.1.1.1.4.3","6","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Culinary, entertainment, and personal services [12.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1613589758","167.67.1.1.1.1.2.2","3","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Culinary, entertainment, and personal services [12.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1613589759","167.67.1.1.1.1.2.3","93","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Culinary, entertainment, and personal services [12.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1613589760","167.67.1.1.1.1.2.4","3","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Culinary, entertainment, and personal services [12.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1613589762","167.67.1.1.1.1.3.2","3","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Culinary, entertainment, and personal services [12.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1613589763","167.67.1.1.1.1.3.3","42","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Education [13.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1613590845","167.73.1.1.1.1.2.2","3","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Education [13.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1613590846","167.73.1.1.1.1.2.3","99","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Education [13.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1613590849","167.73.1.1.1.1.3.3","0","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Education [13.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Not reported, status of student in Canada","Woman","Number","223","units","0","v1613590851","167.73.1.1.1.1.4.3","3","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Engineering/engineering-related technologies/technicians [15.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1613592424","167.131.1.1.1.1.2.2","1446","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Engineering/engineering-related technologies/technicians [15.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1613592425","167.131.1.1.1.1.2.3","249","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Engineering/engineering-related technologies/technicians [15.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1613592426","167.131.1.1.1.1.2.4","3","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Engineering/engineering-related technologies/technicians [15.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1613592428","167.131.1.1.1.1.3.2","1179","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Engineering/engineering-related technologies/technicians [15.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1613592429","167.131.1.1.1.1.3.3","309","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Engineering/engineering-related technologies/technicians [15.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Not reported, status of student in Canada","Man","Number","223","units","0","v1613592432","167.131.1.1.1.1.4.2","9","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Family and consumer sciences/human sciences [19.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1613599916","167.171.1.1.1.1.2.2","87","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Family and consumer sciences/human sciences [19.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1613599917","167.171.1.1.1.1.2.3","957","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Family and consumer sciences/human sciences [19.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1613599918","167.171.1.1.1.1.2.4","3","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Family and consumer sciences/human sciences [19.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1613599920","167.171.1.1.1.1.3.2","42","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Family and consumer sciences/human sciences [19.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1613599921","167.171.1.1.1.1.3.3","444","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Family and consumer sciences/human sciences [19.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Not reported, status of student in Canada","Woman","Number","223","units","0","v1613599924","167.171.1.1.1.1.4.3","9","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Legal professions and studies [22.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1613603080","167.183.1.1.1.1.2.2","99","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Legal professions and studies [22.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1613603081","167.183.1.1.1.1.2.3","342","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Legal professions and studies [22.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1613603082","167.183.1.1.1.1.2.4","6","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Legal professions and studies [22.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1613603084","167.183.1.1.1.1.3.2","21","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Legal professions and studies [22.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1613603085","167.183.1.1.1.1.3.3","45","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","English language and literature/letters [23.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1613604408","167.189.1.1.1.1.2.2","21","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","English language and literature/letters [23.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1613604409","167.189.1.1.1.1.2.3","60","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","English language and literature/letters [23.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1613604412","167.189.1.1.1.1.3.2","6","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","English language and literature/letters [23.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1613604413","167.189.1.1.1.1.3.3","6","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Liberal arts and sciences, general studies and humanities [24.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1613606140","167.194.1.1.1.1.2.2","222","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Liberal arts and sciences, general studies and humanities [24.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1613606141","167.194.1.1.1.1.2.3","306","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Liberal arts and sciences, general studies and humanities [24.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1613606142","167.194.1.1.1.1.2.4","3","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Liberal arts and sciences, general studies and humanities [24.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1613606144","167.194.1.1.1.1.3.2","105","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Liberal arts and sciences, general studies and humanities [24.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1613606145","167.194.1.1.1.1.3.3","81","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Liberal arts and sciences, general studies and humanities [24.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Not reported, status of student in Canada","Woman","Number","223","units","0","v1613606149","167.194.1.1.1.1.4.3","0","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Library science [25.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1613607936","167.196.1.1.1.1.2.2","39","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Library science [25.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1613607937","167.196.1.1.1.1.2.3","93","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Library science [25.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1613607938","167.196.1.1.1.1.2.4","6","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Library science [25.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1613607940","167.196.1.1.1.1.3.2","3","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Library science [25.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1613607941","167.196.1.1.1.1.3.3","15","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Biological and biomedical sciences [26.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1613608847","167.200.1.1.1.1.2.2","6","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Biological and biomedical sciences [26.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1613608848","167.200.1.1.1.1.2.3","3","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Biological and biomedical sciences [26.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1613608850","167.200.1.1.1.1.3.2","3","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Biological and biomedical sciences [26.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1613608851","167.200.1.1.1.1.3.3","3","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Multidisciplinary/interdisciplinary studies [30.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1613609772","167.226.1.1.1.1.2.2","87","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Multidisciplinary/interdisciplinary studies [30.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1613609773","167.226.1.1.1.1.2.3","279","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Multidisciplinary/interdisciplinary studies [30.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1613609774","167.226.1.1.1.1.2.4","6","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Multidisciplinary/interdisciplinary studies [30.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1613609776","167.226.1.1.1.1.3.2","33","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Multidisciplinary/interdisciplinary studies [30.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1613609777","167.226.1.1.1.1.3.3","114","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Multidisciplinary/interdisciplinary studies [30.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Not reported, status of student in Canada","Man","Number","223","units","0","v1613609779","167.226.1.1.1.1.4.2","3","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Multidisciplinary/interdisciplinary studies [30.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Not reported, status of student in Canada","Woman","Number","223","units","0","v1613609780","167.226.1.1.1.1.4.3","3","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Parks, recreation, leisure, fitness, and kinesiology [31.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1613612002","167.278.1.1.1.1.2.2","81","","","","0"
